Set,Song,date,show,gap,realGap,tour
Set 3,Andy's Chest,1988-09-13,88,0,0,41
Set 3,Big Black Furry Creature from Mars,1988-09-13,88,6,39,41
Set 3,Dave's Energy Guide,1988-09-13,88,0,0,41
Set 3,Big Black Furry Creature from Mars,1988-09-13,88,0,0,41
Set 3,Sanity,1988-09-13,88,6,39,41
Set 3,Jam,1988-09-13,88,0,0,41
Set 3,Fire,1988-09-13,88,5,31,41
Set 1,Golgi Apparatus,1988-09-24,90,4,28,41
Set 1,On Your Way Down,1988-09-24,90,4,16,41
Set 1,Alumni Blues,1988-09-24,90,7,42,41
Set 1,Letter to Jimmy Page,1988-09-24,90,7,42,41
Set 1,Alumni Blues,1988-09-24,90,0,0,41
Set 1,You Enjoy Myself,1988-09-24,90,1,2,41
Set 1,Wilson,1988-09-24,90,2,11,41
Set 1,Peaches en Regalia,1988-09-24,90,2,11,41
Set 1,La Grange,1988-09-24,90,9,50,41
Set 1,Take the 'A' Train,1988-09-24,90,1,2,41
Set 1,Divided Sky,1988-09-24,90,7,42,41
Set 1,Bold As Love,1988-09-24,90,3,12,41
Set 2,David Bowie,1988-09-24,90,1,2,41
Set 2,The Lizards,1988-09-24,90,3,12,41
Set 2,Walk Away,1988-09-24,90,3,11,41
Set 2,Possum,1988-09-24,90,4,16,41
Set 2,Fee,1988-09-24,90,3,12,41
Set 2,Sparks,1988-09-24,90,44,310,41
Set 2,Whipping Post,1988-09-24,90,4,16,41
Set 3,Good Times Bad Times,1988-09-24,90,2,11,41
Set 3,Fluffhead,1988-09-24,90,1,2,41
Set 3,The Curtain,1988-09-24,90,9,51,41
Set 3,AC/DC Bag,1988-09-24,90,4,16,41
Set 3,Dinner and a Movie,1988-09-24,90,8,50,41
Set 3,Contact,1988-09-24,90,8,50,41
Set 3,Big Black Furry Creature from Mars,1988-09-24,90,2,11,41
Set 1,Suzy Greenberg,1988-10-29,91,6,68,42
Set 1,The Lizards,1988-10-29,91,1,35,42
Set 1,Time Loves a Hero,1988-10-29,91,0,0,42
Set 1,Golgi Apparatus,1988-10-29,91,2,35,42
Set 1,Bold As Love,1988-10-29,91,1,35,42
Set 1,La Grange,1988-10-29,91,1,35,42
Set 1,Contact,1988-10-29,91,1,35,42
Set 1,Costume Contest,1988-10-29,91,0,0,42
Set 1,Harry Hood,1988-10-29,91,4,47,42
Set 2,Halley's Comet,1988-10-29,91,23,131,42
Set 2,Whipping Post,1988-10-29,91,1,35,42
Set 2,Fee,1988-10-29,91,1,35,42
Set 2,Alumni Blues,1988-10-29,91,1,35,42
Set 2,Letter to Jimmy Page,1988-10-29,91,1,35,42
Set 2,Alumni Blues,1988-10-29,91,0,0,42
Set 2,Walk Away,1988-10-29,91,1,35,42
Set 2,Divided Sky,1988-10-29,91,1,35,42
Set 2,The Ballad of Curtis Loew,1988-10-29,91,13,92,42
Set 2,Mike's Song,1988-10-29,91,6,63,42
Set 2,Take the 'A' Train,1988-10-29,91,1,35,42
Set 2,Fire,1988-10-29,91,3,46,42
Set 3,Fluffhead,1988-10-29,91,1,35,42
Set 3,AC/DC Bag,1988-10-29,91,1,35,42
Set 3,Foam,1988-10-29,91,0,0,42
Set 3,Terrapin,1988-10-29,91,12,91,42
Set 3,Big Black Furry Creature from Mars,1988-10-29,91,1,35,42
Set 3,Timber (Jerry The Mule),1988-10-29,91,4,47,42
Set 3,Slave to the Traffic Light,1988-10-29,91,5,51,42
Set 3,Donna Lee,1988-10-29,91,0,0,42
Set 3,Run Like an Antelope,1988-10-29,91,3,46,42
Set 3,I Didn't Know,1988-10-29,91,13,92,42
Set 3,Wilson,1988-10-29,91,1,35,42
Set 3,Peaches en Regalia,1988-10-29,91,1,35,42
Set 3,Funky Bitch,1988-10-29,91,3,46,42
Set 1,Fire,1988-11-03,92,0,5,42
Set 1,Golgi Apparatus,1988-11-03,92,1,5,42
Set 1,Fluffhead,1988-11-03,92,1,5,42
Set 1,Possum,1988-11-03,92,2,40,42
Set 1,Fee,1988-11-03,92,1,5,42
Set 1,Alumni Blues,1988-11-03,92,1,5,42
Set 1,Letter to Jimmy Page,1988-11-03,92,1,5,42
Set 1,Alumni Blues,1988-11-03,92,0,0,42
Set 1,Good Times Bad Times,1988-11-03,92,2,40,42
Set 2,Time Loves a Hero,1988-11-03,92,1,5,42
Set 2,Walk Away,1988-11-03,92,1,5,42
Set 2,The Lizards,1988-11-03,92,1,5,42
Set 2,Shaggy Dog,1988-11-03,92,6,52,42
Set 2,Whipping Post,1988-11-03,92,1,5,42
Set 2,Contact,1988-11-03,92,1,5,42
Set 2,Bold As Love,1988-11-03,92,1,5,42
Set 2,Take the 'A' Train,1988-11-03,92,1,5,42
Set 2,Run Like an Antelope,1988-11-03,92,1,5,42
Set 3,Suzy Greenberg,1988-11-03,92,2,5,42
Set 3,Foam,1988-11-03,92,1,5,42
Set 3,I Didn't Know,1988-11-03,92,1,5,42
Set 3,Big Black Furry Creature from Mars,1988-11-03,92,1,5,42
Set 3,Harpua,1988-11-03,92,10,90,42
Set 3,David Bowie,1988-11-03,92,2,40,42
Set 1,Slave to the Traffic Light,1988-11-05,94,2,7,42
Set 1,Time Loves a Hero,1988-11-05,94,2,2,42
Set 1,Fire,1988-11-05,94,3,2,42
Set 1,You Enjoy Myself,1988-11-05,94,4,42,42
Set 1,Possum,1988-11-05,94,2,2,42
Set 1,Take the 'A' Train,1988-11-05,94,2,2,42
Set 1,Golgi Apparatus,1988-11-05,94,2,2,42
Set 1,Walk Away,1988-11-05,94,2,2,42
Set 1,Fluffhead,1988-11-05,94,2,2,42
Set 1,Alumni Blues,1988-11-05,94,2,2,42
Set 1,Letter to Jimmy Page,1988-11-05,94,2,2,42
Set 1,Alumni Blues,1988-11-05,94,0,0,42
Set 1,David Bowie,1988-11-05,94,2,2,42
Set 2,Wilson,1988-11-05,94,3,7,42
Set 2,Peaches en Regalia,1988-11-05,94,3,7,42
Set 2,Bold As Love,1988-11-05,94,2,2,42
Set 2,The Lizards,1988-11-05,94,2,2,42
Set 2,AC/DC Bag,1988-11-05,94,3,7,42
Set 2,Fee,1988-11-05,94,2,2,42
Set 2,Mike's Song,1988-11-05,94,2,1,42
Set 2,I Am Hydrogen,1988-11-05,94,13,93,42
Set 2,Weekapaug Groove,1988-11-05,94,13,93,42
Set 2,I Didn't Know,1988-11-05,94,2,2,42
Set 2,Good Times Bad Times,1988-11-05,94,2,2,42
Set 3,Icculus,1988-11-05,94,16,99,42
Set 3,Suzy Greenberg,1988-11-05,94,2,2,42
Set 3,Sparks,1988-11-05,94,4,42,42
Set 3,Divided Sky,1988-11-05,94,3,7,42
Set 1,I Didn't Know,1988-11-11,95,0,6,42
Set 1,Good Times Bad Times,1988-11-11,95,1,6,42
Set 1,You Enjoy Myself,1988-11-11,95,1,6,42
Set 1,Possum,1988-11-11,95,1,6,42
Set 1,Fluffhead,1988-11-11,95,1,6,42
Set 1,Take the 'A' Train,1988-11-11,95,1,6,42
Set 1,David Bowie,1988-11-11,95,1,6,42
Set 2,Golgi Apparatus,1988-11-11,95,1,6,42
Set 2,Colonel Forbin's Ascent,1988-11-11,95,9,64,42
Set 2,Fly Famous Mockingbird,1988-11-11,95,9,64,42
Set 2,Mike's Song,1988-11-11,95,1,6,42
Set 2,I Am Hydrogen,1988-11-11,95,1,6,42
Set 2,Weekapaug Groove,1988-11-11,95,1,6,42
Set 3,Mr. P.C.,1988-11-11,95,16,104,42
Set 3,Fee,1988-11-11,95,1,6,42
Set 3,Bold As Love,1988-11-11,95,1,6,42
Set 3,The Lizards,1988-11-11,95,1,6,42
Set 3,Whipping Post,1988-11-11,95,3,8,42
Set 1,The Sloth,1988-12-02,96,14,120,43
Set 1,Golgi Apparatus,1988-12-02,96,1,21,43
Set 1,Bold As Love,1988-12-02,96,1,21,43
Set 1,Take the 'A' Train,1988-12-02,96,1,21,43
Set 1,Divided Sky,1988-12-02,96,2,27,43
Set 1,Contact,1988-12-02,96,4,29,43
Set 1,You Enjoy Myself,1988-12-02,96,1,21,43
Set 2,I Didn't Know,1988-12-02,96,2,21,43
Set 2,Good Times Bad Times,1988-12-02,96,1,21,43
Set 2,Alumni Blues,1988-12-02,96,2,27,43
Set 2,The Lizards,1988-12-02,96,1,21,43
Set 2,AC/DC Bag,1988-12-02,96,2,27,43
Set 2,Suzy Greenberg,1988-12-02,96,2,27,43
Set 2,Run Like an Antelope,1988-12-02,96,4,29,43
Set 2,Wilson,1988-12-02,96,2,27,43
Set 1,I Didn't Know,1988-12-10,98,1,8,43
Set 1,Golgi Apparatus,1988-12-10,98,2,8,43
Set 1,David Bowie,1988-12-10,98,3,29,43
Set 1,The Lizards,1988-12-10,98,2,8,43
Set 1,Foam,1988-12-10,98,6,37,43
Set 1,Fee,1988-12-10,98,3,29,43
Set 1,Mike's Song,1988-12-10,98,3,29,43
Set 1,I Am Hydrogen,1988-12-10,98,3,29,43
Set 1,Weekapaug Groove,1988-12-10,98,3,29,43
Set 1,Wilson,1988-12-10,98,2,8,43
Set 1,Colonel Forbin's Ascent,1988-12-10,98,3,29,43
Set 1,Fly Famous Mockingbird,1988-12-10,98,3,29,43
Set 2,Alumni Blues,1988-12-10,98,2,8,43
Set 2,Letter to Jimmy Page,1988-12-10,98,4,35,43
Set 2,Alumni Blues,1988-12-10,98,0,0,43
Set 2,You Enjoy Myself,1988-12-10,98,2,8,43
Set 2,Contact,1988-12-10,98,2,8,43
Set 2,The Sloth,1988-12-10,98,3,8,43
Set 2,AC/DC Bag,1988-12-10,98,2,8,43
Set 2,Possum,1988-12-10,98,3,29,43
Set 2,Good Times Bad Times,1988-12-10,98,2,8,43
Encore,Run Like an Antelope,1988-12-10,98,2,8,43
Set 1,I Didn't Know,1989-01-26,101,3,47,44
Set 1,Golgi Apparatus,1989-01-26,101,3,47,44
Set 1,Alumni Blues,1989-01-26,101,3,47,44
Set 1,Letter to Jimmy Page,1989-01-26,101,3,47,44
Set 1,Alumni Blues,1989-01-26,101,0,0,44
Set 1,You Enjoy Myself,1989-01-26,101,2,40,44
Set 1,The Lizards,1989-01-26,101,3,47,44
Set 1,Take the 'A' Train,1989-01-26,101,5,48,44
Set 1,Sanity,1989-01-26,101,13,135,44
Set 1,Divided Sky,1989-01-26,101,3,40,44
Set 1,Fee,1989-01-26,101,3,47,44
Set 1,Good Times Bad Times,1989-01-26,101,3,47,44
Set 2,Suzy Greenberg,1989-01-26,101,5,55,44
Set 2,Icculus,1989-01-26,101,7,82,44
Set 2,Colonel Forbin's Ascent,1989-01-26,101,2,40,44
Set 2,Fly Famous Mockingbird,1989-01-26,101,2,40,44
Set 2,The Sloth,1989-01-26,101,3,47,44
Set 2,Possum,1989-01-26,101,2,40,44
Set 2,Contact,1989-01-26,101,3,47,44
Set 2,Big Black Furry Creature from Mars,1989-01-26,101,9,84,44
Set 2,Foam,1989-01-26,101,2,40,44
Set 2,David Bowie,1989-01-26,101,2,40,44
Encore,AC/DC Bag,1989-01-26,101,3,47,44
Encore,Fire,1989-01-26,101,7,82,44
Set 1,Suzy Greenberg,1989-02-06,102,0,11,45
Set 1,The Curtain,1989-02-06,102,12,135,45
Set 1,Wilson,1989-02-06,102,4,58,45
Set 1,Peaches en Regalia,1989-02-06,102,8,93,45
Set 1,Fee,1989-02-06,102,1,11,45
Set 1,La Grange,1989-02-06,102,11,100,45
Set 1,You Enjoy Myself,1989-02-06,102,1,11,45
Set 2,All Blues,1989-02-06,102,24,191,45
Set 2,Sanity,1989-02-06,102,1,11,45
Set 2,Take the 'A' Train,1989-02-06,102,1,11,45
Set 2,Golgi Apparatus,1989-02-06,102,1,11,45
Set 2,Divided Sky,1989-02-06,102,1,11,45
Set 2,On Your Way Down,1989-02-06,102,12,135,45
Set 2,I Didn't Know,1989-02-06,102,2,11,45
Set 3,Good Times Bad Times,1989-02-06,102,1,11,45
Set 3,Walk Away,1989-02-06,102,8,93,45
Set 3,Harry Hood,1989-02-06,102,11,100,45
Set 3,Big Black Furry Creature from Mars,1989-02-06,102,1,11,45
Set 3,The Ballad of Curtis Loew,1989-02-06,102,11,100,45
Set 3,Colonel Forbin's Ascent,1989-02-06,102,1,11,45
Set 3,Fly Famous Mockingbird,1989-02-06,102,1,11,45
Set 3,Whipping Post,1989-02-06,102,7,87,45
Set 3,Corinna,1989-02-06,102,19,177,45
Encore,David Bowie,1989-02-06,102,1,11,45
Set 1,Esther,1989-02-07,103,15,148,45
Set 1,McGrupp and the Watchful Hosemasters,1989-02-07,103,15,138,45
Set 1,Foam,1989-02-07,103,2,12,45
Set 1,The Sloth,1989-02-07,103,2,12,45
Set 1,Possum,1989-02-07,103,2,12,45
Set 1,Mike's Song,1989-02-07,103,5,59,45
Set 1,I Am Hydrogen,1989-02-07,103,5,59,45
Set 1,Weekapaug Groove,1989-02-07,103,5,59,45
Set 1,Golgi Apparatus,1989-02-07,103,1,1,45
Set 2,Makisupa Policeman,1989-02-07,103,21,186,45
Set 2,Dinner and a Movie,1989-02-07,103,13,136,45
Set 2,AC/DC Bag,1989-02-07,103,2,12,45
Set 2,The Lizards,1989-02-07,103,2,12,45
Set 2,Timber (Jerry The Mule),1989-02-07,103,12,101,45
Set 2,Contact,1989-02-07,103,2,12,45
Set 2,Alumni Blues,1989-02-07,103,2,12,45
Set 2,Letter to Jimmy Page,1989-02-07,103,2,12,45
Set 2,Alumni Blues,1989-02-07,103,0,0,45
Set 2,Fee,1989-02-07,103,1,1,45
Set 2,Run Like an Antelope,1989-02-07,103,5,59,45
Set 3,Sanity,1989-02-07,103,1,1,45
Set 3,Fluffhead,1989-02-07,103,8,88,45
Set 3,Suzy Greenberg,1989-02-07,103,2,1,45
Set 3,Slave to the Traffic Light,1989-02-07,103,4,52,45
Set 3,Bike,1989-02-07,103,40,262,45
Set 3,Whipping Post,1989-02-07,103,1,1,45
Encore,Fire,1989-02-07,103,2,12,45
Set 1,The Sloth,1989-02-18,106,2,7,45
Set 1,Divided Sky,1989-02-18,106,1,1,45
Set 1,The Curtain,1989-02-18,106,4,12,45
Set 1,I Didn't Know,1989-02-18,106,4,12,45
Set 1,Colonel Forbin's Ascent,1989-02-18,106,4,12,45
Set 1,Fly Famous Mockingbird,1989-02-18,106,4,12,45
Set 1,The Lizards,1989-02-18,106,3,11,45
Set 1,Walk Away,1989-02-18,106,4,12,45
Set 1,Possum,1989-02-18,106,3,11,45
Set 1,Good Times Bad Times,1989-02-18,106,4,12,45
Set 2,Golgi Apparatus,1989-02-18,106,1,1,45
Set 2,Wilson,1989-02-18,106,4,12,45
Set 2,Peaches en Regalia,1989-02-18,106,4,12,45
Set 2,You Enjoy Myself,1989-02-18,106,1,1,45
Set 2,La Grange,1989-02-18,106,4,12,45
Set 2,Slave to the Traffic Light,1989-02-18,106,3,11,45
Set 2,Contact,1989-02-18,106,3,11,45
Set 2,David Bowie,1989-02-18,106,4,12,45
Set 3,Whipping Post,1989-02-18,106,3,11,45
Set 3,Corinna,1989-02-18,106,4,12,45
Set 3,AC/DC Bag,1989-02-18,106,2,1,45
Encore,Fire,1989-02-18,106,3,11,45
Set 1,The Man Who Stepped Into Yesterday,1989-02-24,108,20,165,45
Set 1,Avenu Malkenu,1989-02-24,108,21,165,45
Set 1,The Man Who Stepped Into Yesterday,1989-02-24,108,1,0,45
Set 1,The Curtain,1989-02-24,108,2,6,45
Set 1,Foam,1989-02-24,108,5,17,45
Set 1,Colonel Forbin's Ascent,1989-02-24,108,2,6,45
Set 1,Fly Famous Mockingbird,1989-02-24,108,2,6,45
Set 1,Run Like an Antelope,1989-02-24,108,3,7,45
Set 1,Golgi Apparatus,1989-02-24,108,2,6,45
Set 1,Possum,1989-02-24,108,2,6,45
Set 2,On Your Way Down,1989-02-24,108,6,18,45
Set 2,AC/DC Bag,1989-02-24,108,2,6,45
Set 2,You Enjoy Myself,1989-02-24,108,2,6,45
Set 2,Camel Walk,1989-02-24,108,21,165,45
Set 1,Funky Bitch,1989-03-01,109,17,123,45
Set 1,Possum,1989-03-01,109,1,5,45
Set 1,Walk Away,1989-03-01,109,3,11,45
Set 1,Suzy Greenberg,1989-03-01,109,6,22,45
Set 1,Mike's Song,1989-03-01,109,6,22,45
Set 1,I Am Hydrogen,1989-03-01,109,6,22,45
Set 1,Weekapaug Groove,1989-03-01,109,6,22,45
Set 2,Jesus Just Left Chicago,1989-03-01,109,26,200,45
Set 2,Slave to the Traffic Light,1989-03-01,109,3,11,45
Set 2,Dinner and a Movie,1989-03-01,109,6,22,45
Set 2,The Fishin' Hole,1989-03-01,109,0,0,45
Set 2,Satin Doll,1989-03-01,109,3,6,45
Set 2,Halley's Comet,1989-03-01,109,18,123,45
Set 2,Light Up Or Leave Me Alone,1989-03-01,109,26,200,45
Set 2,Big Black Furry Creature from Mars,1989-03-01,109,7,23,45
Set 3,Cities,1989-03-01,109,21,169,45
Set 3,Dave's Energy Guide,1989-03-01,109,21,169,45
Set 3,Cities,1989-03-01,109,0,0,45
Set 3,Dog Log,1989-03-01,109,28,209,45
Set 3,Harry Hood,1989-03-01,109,7,23,45
Set 3,Fluffhead,1989-03-01,109,4,12,45
Set 3,Ride Captain Ride,1989-03-01,109,21,169,45
Encore,Green Onions,1989-03-01,109,0,0,45
Encore,Cinnamon Girl,1989-03-01,109,0,0,45
Encore,Hold Your Head Up,1989-03-01,109,70,550,45
Encore,American Woman,1989-03-01,109,0,0,45
Encore,Wilson,1989-03-01,109,3,11,45
Encore,Peaches en Regalia,1989-03-01,109,3,11,45
Encore,Fire,1989-03-01,109,3,11,45
Set 1,Wilson,1989-03-03,110,0,2,45
Set 1,McGrupp and the Watchful Hosemasters,1989-03-03,110,7,24,45
Set 1,You Enjoy Myself,1989-03-03,110,2,7,45
Set 1,Foam,1989-03-03,110,2,7,45
Set 1,AC/DC Bag,1989-03-03,110,2,7,45
Set 1,The Curtain,1989-03-03,110,2,7,45
Set 1,Run Like an Antelope,1989-03-03,110,2,7,45
Set 1,I Didn't Know,1989-03-03,110,4,13,45
Set 1,Divided Sky,1989-03-03,110,4,13,45
Set 1,Alumni Blues,1989-03-03,110,5,14,45
Set 1,Letter to Jimmy Page,1989-03-03,110,7,24,45
Set 1,Alumni Blues,1989-03-03,110,0,0,45
Set 1,Good Times Bad Times,1989-03-03,110,4,13,45
Set 2,Mike's Song,1989-03-03,110,1,2,45
Set 2,I Am Hydrogen,1989-03-03,110,1,2,45
Set 2,Weekapaug Groove,1989-03-03,110,1,2,45
Set 2,Fee,1989-03-03,110,5,14,45
Set 2,Possum,1989-03-03,110,1,2,45
Set 2,Walk Away,1989-03-03,110,1,2,45
Set 2,Colonel Forbin's Ascent,1989-03-03,110,2,7,45
Set 2,Fly Famous Mockingbird,1989-03-03,110,2,7,45
Set 2,The Lizards,1989-03-03,110,4,13,45
Set 2,Split Open and Melt,1989-03-03,110,5,14,45
Set 2,Take the 'A' Train,1989-03-03,110,5,14,45
Set 2,David Bowie,1989-03-03,110,4,13,45
Encore,Golgi Apparatus,1989-03-03,110,2,7,45
Set 1,Take the 'A' Train,1989-03-04,111,0,1,45
Set 1,I Didn't Know,1989-03-04,111,1,1,45
Set 1,Mike's Song,1989-03-04,111,1,1,45
Set 1,I Am Hydrogen,1989-03-04,111,1,1,45
Set 1,Weekapaug Groove,1989-03-04,111,1,1,45
Set 1,Fee,1989-03-04,111,1,1,45
Set 1,Golgi Apparatus,1989-03-04,111,1,1,45
Set 1,Good Times Bad Times,1989-03-04,111,1,1,45
Set 2,Possum,1989-03-04,111,1,1,45
Set 2,Fluffhead,1989-03-04,111,2,3,45
Set 2,The Lizards,1989-03-04,111,1,1,45
Set 2,Run Like an Antelope,1989-03-04,111,1,1,45
Set 2,Contact,1989-03-04,111,5,14,45
Set 1,Autumn Leaves,1989-03-05,112,0,0,45
Set 1,All Blues,1989-03-05,112,10,27,45
Set 1,Unknown,1989-03-05,112,0,0,45
Set 1,Satin Doll,1989-03-05,112,3,4,45
Set 1,St. Thomas,1989-03-05,112,49,288,45
Set 1,Unknown,1989-03-05,112,0,0,45
Set 1,My Favorite Things,1989-03-05,112,0,0,45
Set 1,Take the 'A' Train,1989-03-05,112,2,1,45
Set 2,On Green Dolphin Street,1989-03-05,112,0,0,45
Set 2,Unknown,1989-03-05,112,0,0,45
Set 2,Unknown,1989-03-05,112,0,0,45
Set 2,Autumn Leaves,1989-03-05,112,1,0,45
Set 2,Donna Lee,1989-03-05,112,21,127,45
Set 2,Contact,1989-03-05,112,1,1,45
Set 2,The Lizards,1989-03-05,112,1,1,45
Set 2,So What,1989-03-05,112,0,0,45
Set 2,All Of Me,1989-03-05,112,0,0,45
Set 2,Basin Street Blues,1989-03-05,112,0,0,45
Set 2,I Didn't Know,1989-03-05,112,1,1,45
Set 1,You Enjoy Myself,1989-03-13,114,3,10,45
Set 1,Fee,1989-03-13,114,3,9,45
Set 1,Ya Mar,1989-03-13,114,46,266,45
Set 1,Big Black Furry Creature from Mars,1989-03-13,114,5,12,45
Set 1,David Bowie,1989-03-13,114,4,10,45
Set 2,Sanity,1989-03-13,114,11,34,45
Set 2,Take the 'A' Train,1989-03-13,114,2,8,45
Set 2,Possum,1989-03-13,114,3,9,45
Set 2,Divided Sky,1989-03-13,114,4,10,45
Set 2,The Lizards,1989-03-13,114,2,8,45
Set 2,Fire,1989-03-13,114,5,12,45
Set 3,Whipping Post,1989-03-13,114,8,23,45
Set 3,I Didn't Know,1989-03-13,114,2,8,45
Set 3,Free Bird,1989-03-13,114,84,738,45
Encore,Golgi Apparatus,1989-03-13,114,1,1,45
Set 1,The Curtain,1989-03-14,115,4,11,45
Set 1,Ya Mar,1989-03-14,115,1,1,45
Set 1,Mike's Song,1989-03-14,115,3,2,45
Set 1,I Am Hydrogen,1989-03-14,115,2,2,45
Set 1,Weekapaug Groove,1989-03-14,115,2,2,45
Set 1,Fluffhead,1989-03-14,115,4,10,45
Set 1,Contact,1989-03-14,115,3,9,45
Set 1,AC/DC Bag,1989-03-14,115,5,11,45
Set 1,Wilson,1989-03-14,115,6,11,45
Set 1,You Enjoy Myself,1989-03-14,115,2,1,45
Set 1,Harpua,1989-03-14,115,23,131,45
Set 1,Foam,1989-03-14,115,2,2,45
Set 2,Wilson,1989-03-14,115,0,0,45
Set 2,Fluffhead,1989-03-14,115,0,0,45
Set 3,Fire,1989-03-14,115,1,1,45
Set 3,Sneakin' Sally Through the Alley,1989-03-14,115,35,223,45
Set 3,Alumni Blues,1989-03-14,115,2,2,45
Set 3,The Lizards,1989-03-14,115,1,1,45
Set 3,La Grange,1989-03-14,115,9,24,45
Set 3,You Enjoy Myself,1989-03-14,115,0,0,45
Set 3,Good Times Bad Times,1989-03-14,115,4,10,45
Encore,Halley's Comet,1989-03-14,115,6,13,45
Set 1,Bold As Love,1989-03-30,117,3,18,45
Set 1,McGrupp and the Watchful Hosemasters,1989-03-30,117,7,27,45
Set 1,Divided Sky,1989-03-30,117,1,6,45
Set 1,The Price of Love,1989-03-30,117,0,0,45
Set 1,On Your Way Down,1989-03-30,117,9,34,45
Set 1,Ya Mar,1989-03-30,117,2,16,45
Set 1,Fluffhead,1989-03-30,117,2,16,45
Set 1,Run Like an Antelope,1989-03-30,117,6,26,45
Set 2,The Mango Song,1989-03-30,117,0,0,45
Set 2,Mike's Song,1989-03-30,117,1,6,45
Set 2,I Am Hydrogen,1989-03-30,117,1,6,45
Set 2,Weekapaug Groove,1989-03-30,117,1,6,45
Set 2,You Enjoy Myself,1989-03-30,117,2,16,45
Set 2,Undun,1989-03-30,117,0,0,45
Set 2,La Grange,1989-03-30,117,2,16,45
Set 2,Golgi Apparatus,1989-03-30,117,1,6,45
Set 3,Peaches en Regalia,1989-03-30,117,8,29,45
Set 3,Foam,1989-03-30,117,2,16,45
Set 3,AC/DC Bag,1989-03-30,117,1,6,45
Set 3,Big Black Furry Creature from Mars,1989-03-30,117,3,17,45
Set 3,Satin Doll,1989-03-30,117,5,25,45
Set 3,Rocky Top,1989-03-30,117,36,238,45
Encore,Makisupa Policeman,1989-03-30,117,14,51,45
Set 1,AC/DC Bag,1989-04-14,122,4,15,45
Set 1,Foam,1989-04-14,122,5,15,45
Set 1,Walk Away,1989-04-14,122,12,42,45
Set 1,Fluffhead,1989-04-14,122,5,15,45
Set 1,Fee,1989-04-14,122,8,32,45
Set 1,Halley's Comet,1989-04-14,122,7,31,45
Set 1,Run Like an Antelope,1989-04-14,122,5,15,45
Set 1,Contact,1989-04-14,122,7,31,45
Set 1,Fire,1989-04-14,122,7,31,45
Set 2,You Enjoy Myself,1989-04-14,122,5,15,45
Set 2,Bold As Love,1989-04-14,122,6,15,45
Set 2,The Lizards,1989-04-14,122,7,31,45
Set 2,The Sloth,1989-04-14,122,17,55,45
Set 2,Possum,1989-04-14,122,7,21,45
Set 2,If I Only Had a Brain,1989-04-14,122,6,21,45
Set 2,Mike's Song,1989-04-14,122,5,15,45
Set 2,I Am Hydrogen,1989-04-14,122,5,15,45
Set 2,Weekapaug Groove,1989-04-14,122,5,15,45
Set 2,Esther,1989-04-14,122,20,66,45
Set 1,Mike's Song,1989-04-15,123,0,1,45
Set 1,I Am Hydrogen,1989-04-15,123,1,1,45
Set 1,Weekapaug Groove,1989-04-15,123,1,1,45
Set 1,Esther,1989-04-15,123,1,1,45
Set 1,You Enjoy Myself,1989-04-15,123,1,1,45
Set 1,Wilson,1989-04-15,123,2,2,45
Set 1,Peaches en Regalia,1989-04-15,123,6,16,45
Set 1,On Your Way Down,1989-04-15,123,6,16,45
Set 1,Alumni Blues,1989-04-15,123,3,2,45
Set 1,Letter to Jimmy Page,1989-04-15,123,10,34,45
Set 1,Alumni Blues,1989-04-15,123,0,0,45
Set 1,I Didn't Know,1989-04-15,123,9,33,45
Set 1,McGrupp and the Watchful Hosemasters,1989-04-15,123,6,16,45
Set 1,Foam,1989-04-15,123,1,1,45
Set 1,David Bowie,1989-04-15,123,7,22,45
Set 2,Funky Bitch,1989-04-15,123,15,45,45
Set 2,Golgi Apparatus,1989-04-15,123,6,16,45
Set 2,Slave to the Traffic Light,1989-04-15,123,14,45,45
Set 2,The Mango Song,1989-04-15,123,2,2,45
Set 2,Divided Sky,1989-04-15,123,6,16,45
Set 2,Split Open and Melt,1989-04-15,123,13,43,45
Set 2,Suzy Greenberg,1989-04-15,123,14,45,45
Set 2,Fluffhead,1989-04-15,123,1,1,45
Set 2,Good Times Bad Times,1989-04-15,123,8,32,45
Set 1,AC/DC Bag,1989-04-20,125,3,6,45
Set 1,Fluffhead,1989-04-20,125,2,5,45
Set 1,You Shook Me All Night Long Jam,1989-04-20,125,0,0,45
Set 1,Fluffhead,1989-04-20,125,0,0,45
Set 1,Fire,1989-04-20,125,3,6,45
Set 1,Esther,1989-04-20,125,2,5,45
Set 1,Suzy Greenberg,1989-04-20,125,2,5,45
Set 1,The Sloth,1989-04-20,125,3,6,45
Set 1,Possum,1989-04-20,125,3,6,45
Set 1,McGrupp and the Watchful Hosemasters,1989-04-20,125,2,5,45
Set 1,Foam,1989-04-20,125,2,5,45
Set 1,David Bowie,1989-04-20,125,2,5,45
Set 2,Divided Sky,1989-04-20,125,2,5,45
Set 2,Walk Away,1989-04-20,125,3,6,45
Set 2,You Enjoy Myself,1989-04-20,125,2,5,45
Set 2,Split Open and Melt,1989-04-20,125,2,5,45
Set 2,The Lizards,1989-04-20,125,3,6,45
Set 2,Mike's Song,1989-04-20,125,3,5,45
Set 2,I Am Hydrogen,1989-04-20,125,2,5,45
Set 2,Weekapaug Groove,1989-04-20,125,2,5,45
Set 2,Love You,1989-04-20,125,81,537,45
Set 2,Harpua,1989-04-20,125,10,37,45
Set 1,Dinner and a Movie,1989-05-01,129,19,61,45
Set 1,You Enjoy Myself,1989-05-01,129,1,1,45
