Set,Song,date,show,gap,realGap,tour
Set 2,Twist,2011-01-01,1401,15,78,125
Set 2,Simple,2011-01-01,1401,8,67,125
Set 2,Sneakin' Sally Through the Alley,2011-01-01,1401,14,77,125
Set 2,Makisupa Policeman,2011-01-01,1401,8,67,125
Set 2,David Bowie,2011-01-01,1401,4,5,125
Encore,Fee,2011-01-01,1401,9,69,125
Encore,Frankenstein,2011-01-01,1401,6,62,125
Set 1,Tweezer,2011-05-27,1403,3,148,126
Set 1,"My Friend, My Friend",2011-05-27,1403,4,148,126
Set 1,Poor Heart,2011-05-27,1403,22,282,126
Set 1,Roses Are Free,2011-05-27,1403,6,151,126
Set 1,Funky Bitch,2011-05-27,1403,6,151,126
Set 1,Wolfman's Brother,2011-05-27,1403,5,150,126
Set 1,Walk Away,2011-05-27,1403,2,146,126
Set 1,Stash,2011-05-27,1403,5,150,126
Set 1,Bouncing Around the Room,2011-05-27,1403,5,150,126
Set 1,Kill Devil Falls,2011-05-27,1403,6,150,126
Set 1,Bold As Love,2011-05-27,1403,48,348,126
Set 2,Carini,2011-05-27,1403,5,150,126
Set 2,Back on the Train,2011-05-27,1403,5,150,126
Set 2,Boogie On Reggae Woman,2011-05-27,1403,4,148,126
Set 2,Waves,2011-05-27,1403,2,1,126
Set 2,Prince Caspian,2011-05-27,1403,9,210,126
Set 2,Crosseyed and Painless,2011-05-27,1403,2,146,126
Set 2,Wading in the Velvet Sea,2011-05-27,1403,6,151,126
Set 2,Possum,2011-05-27,1403,6,151,126
Set 2,The Squirming Coil,2011-05-27,1403,8,209,126
Encore,Julius,2011-05-27,1403,6,151,126
Set 1,Theme From the Bottom,2011-05-28,1404,4,149,126
Set 1,NICU,2011-05-28,1404,4,148,126
Set 1,Cities,2011-05-28,1404,6,149,126
Set 1,Halley's Comet,2011-05-28,1404,5,149,126
Set 1,Runaway Jim,2011-05-28,1404,3,147,126
Set 1,Gumbo,2011-05-28,1404,5,149,126
Set 1,Quinn the Eskimo,2011-05-28,1404,5,149,126
Set 1,Limb By Limb,2011-05-28,1404,6,151,126
Set 1,Horn,2011-05-28,1404,21,230,126
Set 1,Bathtub Gin,2011-05-28,1404,5,149,126
Set 1,Manteca,2011-05-28,1404,4,148,126
Set 1,Bathtub Gin,2011-05-28,1404,0,0,126
Set 2,Down with Disease,2011-05-28,1404,4,148,126
Set 2,Free,2011-05-28,1404,4,148,126
Set 2,Backwards Down the Number Line,2011-05-28,1404,4,148,126
Set 2,Makisupa Policeman,2011-05-28,1404,3,147,126
Set 2,Harry Hood,2011-05-28,1404,6,151,126
Set 2,Cavern,2011-05-28,1404,7,152,126
Set 2,David Bowie,2011-05-28,1404,3,147,126
Encore,A Day in the Life,2011-05-28,1404,16,221,126
Set 1,AC/DC Bag,2011-05-29,1405,4,149,126
Set 1,Sample in a Jar,2011-05-29,1405,9,153,126
Set 1,Rift,2011-05-29,1405,7,152,126
Set 1,Ocelot,2011-05-29,1405,5,149,126
Set 1,Ya Mar,2011-05-29,1405,30,292,126
Set 1,Timber (Jerry The Mule),2011-05-29,1405,6,150,126
Set 1,The Oh Kee Pa Ceremony,2011-05-29,1405,27,288,126
Set 1,Suzy Greenberg,2011-05-29,1405,6,150,126
Set 1,46 Days,2011-05-29,1405,5,149,126
Set 1,Twenty Years Later,2011-05-29,1405,8,153,126
Set 1,The Ballad of Curtis Loew,2011-05-29,1405,28,289,126
Set 1,Run Like an Antelope,2011-05-29,1405,6,150,126
Set 2,Mike's Song,2011-05-29,1405,8,153,126
Set 2,Simple,2011-05-29,1405,4,148,126
Set 2,Weekapaug Groove,2011-05-29,1405,8,153,126
Set 2,Meatstick,2011-05-29,1405,5,149,126
Set 2,Fluffhead,2011-05-29,1405,6,150,126
Set 2,Joy,2011-05-29,1405,19,226,126
Set 2,Also Sprach Zarathustra,2011-05-29,1405,6,150,126
Set 2,Light,2011-05-29,1405,6,150,126
Set 2,Slave to the Traffic Light,2011-05-29,1405,5,149,126
Encore,Loving Cup,2011-05-29,1405,8,153,126
Encore,Tweezer Reprise,2011-05-29,1405,6,150,126
Set 1,Chalk Dust Torture,2011-05-31,1406,6,152,126
Set 1,Roggae,2011-05-31,1406,9,155,126
Set 1,Punch You in the Eye,2011-05-31,1406,7,151,126
Set 1,The Moma Dance,2011-05-31,1406,6,151,126
Set 1,Rock and Roll,2011-05-31,1406,6,151,126
Set 1,Sand,2011-05-31,1406,6,151,126
Set 1,Tube,2011-05-31,1406,5,150,126
Set 1,Divided Sky,2011-05-31,1406,5,150,126
Set 1,Character Zero,2011-05-31,1406,7,152,126
Set 2,After Midnight,2011-05-31,1406,6,151,126
Set 2,Possum,2011-05-31,1406,3,4,126
Set 2,Drowned,2011-05-31,1406,17,223,126
Set 2,Maze,2011-05-31,1406,7,152,126
Set 2,Dirt,2011-05-31,1406,19,227,126
Set 2,Alaska,2011-05-31,1406,8,154,126
Set 2,You Enjoy Myself,2011-05-31,1406,6,151,126
Encore,Fire,2011-05-31,1406,30,292,126
Set 1,First Tube,2011-06-01,1407,6,152,126
Set 1,Stealing Time From the Faulty Plan,2011-06-01,1407,9,155,126
Set 1,Camel Walk,2011-06-01,1407,8,153,126
Set 1,Heavy Things,2011-06-01,1407,10,156,126
Set 1,Gotta Jibboo,2011-06-01,1407,6,151,126
Set 1,Wilson,2011-06-01,1407,7,152,126
Set 1,Seven Below,2011-06-01,1407,10,156,126
Set 1,Kill Devil Falls,2011-06-01,1407,4,5,126
Set 1,Axilla,2011-06-01,1407,8,153,126
Set 1,Split Open and Melt,2011-06-01,1407,18,224,126
Set 1,Suzy Greenberg,2011-06-01,1407,2,3,126
Set 2,Tweezer,2011-06-01,1407,5,5,126
Set 2,No Quarter,2011-06-01,1407,0,0,126
Set 2,Carini,2011-06-01,1407,4,5,126
Set 2,Piper,2011-06-01,1407,7,152,126
Set 2,Twist,2011-06-01,1407,6,151,126
Set 2,Ghost,2011-06-01,1407,7,152,126
Set 2,Backwards Down the Number Line,2011-06-01,1407,3,4,126
Encore,Show of Life,2011-06-01,1407,12,214,126
Encore,Tweezer Reprise,2011-06-01,1407,2,3,126
Set 1,Wolfman's Brother,2011-06-03,1408,4,7,126
Set 1,Funky Bitch,2011-06-03,1408,5,7,126
Set 1,Sample in a Jar,2011-06-03,1408,3,5,126
Set 1,NICU,2011-06-03,1408,4,6,126
Set 1,Mike's Song,2011-06-03,1408,3,5,126
Set 1,I Am Hydrogen,2011-06-03,1408,33,297,126
Set 1,Weekapaug Groove,2011-06-03,1408,3,5,126
Set 1,Tela,2011-06-03,1408,19,226,126
Set 1,Chalk Dust Torture,2011-06-03,1408,3,3,126
Set 1,The Wedge,2011-06-03,1408,10,157,126
Set 2,Down with Disease,2011-06-03,1408,4,6,126
Set 2,Fluffhead,2011-06-03,1408,3,5,126
Set 2,David Bowie,2011-06-03,1408,4,6,126
Set 2,Waste,2011-06-03,1408,8,154,126
Set 2,Also Sprach Zarathustra,2011-06-03,1408,3,5,126
Set 2,Cavern,2011-06-03,1408,4,6,126
Encore,Good Times Bad Times,2011-06-03,1408,13,216,126
Set 1,Kill Devil Falls,2011-06-04,1409,1,3,126
Set 1,Guyute,2011-06-04,1409,20,227,126
Set 1,Fuck Your Face,2011-06-04,1409,21,228,126
Set 1,Foam,2011-06-04,1409,8,154,126
Set 1,Ocelot,2011-06-04,1409,4,6,126
Set 1,Rocket in My Pocket,2011-06-04,1409,13,216,126
Set 1,Back on the Train,2011-06-04,1409,6,8,126
Set 1,Guelah Papyrus,2011-06-04,1409,8,154,126
Set 1,Tube,2011-06-04,1409,3,4,126
Set 1,Run Like an Antelope,2011-06-04,1409,4,6,126
Set 2,Birds of a Feather,2011-06-04,1409,20,227,126
Set 2,Possum,2011-06-04,1409,3,4,126
Set 2,Steam,2011-06-04,1409,0,0,126
Set 2,Piper,2011-06-04,1409,2,3,126
Set 2,The Lizards,2011-06-04,1409,17,223,126
Set 2,Sneakin' Sally Through the Alley,2011-06-04,1409,8,154,126
Set 2,Harry Hood,2011-06-04,1409,5,7,126
Set 2,Have Mercy,2011-06-04,1409,20,227,126
Set 2,Harry Hood,2011-06-04,1409,0,0,126
Set 2,Character Zero,2011-06-04,1409,3,4,126
Encore,Slave to the Traffic Light,2011-06-04,1409,4,6,126
Set 1,AC/DC Bag,2011-06-05,1410,5,7,126
Set 1,Punch You in the Eye,2011-06-05,1410,4,5,126
Set 1,Bathtub Gin,2011-06-05,1410,6,8,126
Set 1,Taste,2011-06-05,1410,18,224,126
Set 1,Lawn Boy,2011-06-05,1410,19,225,126
Set 1,Mound,2011-06-05,1410,13,160,126
Set 1,Gotta Jibboo,2011-06-05,1410,3,4,126
Set 1,Reba,2011-06-05,1410,9,155,126
Set 1,Fee,2011-06-05,1410,9,155,126
Set 1,Backwards Down the Number Line,2011-06-05,1410,3,4,126
Set 2,Carini,2011-06-05,1410,3,4,126
Set 2,Tweezer,2011-06-05,1410,3,4,126
Set 2,Free,2011-06-05,1410,6,8,126
Set 2,Crosseyed and Painless,2011-06-05,1410,7,9,126
Set 2,Light,2011-06-05,1410,5,7,126
Set 2,Boogie On Reggae Woman,2011-06-05,1410,7,9,126
Set 2,Julius,2011-06-05,1410,7,9,126
Set 2,You Enjoy Myself,2011-06-05,1410,4,5,126
Encore,Loving Cup,2011-06-05,1410,5,7,126
Encore,Tweezer Reprise,2011-06-05,1410,3,4,126
Set 1,Llama,2011-06-07,1411,17,224,126
Set 1,The Moma Dance,2011-06-07,1411,5,7,126
Set 1,Possum,2011-06-07,1411,2,3,126
Set 1,Cities,2011-06-07,1411,7,10,126
Set 1,Instant Karma!,2011-06-07,1411,57,360,126
Set 1,David Bowie,2011-06-07,1411,3,4,126
Set 1,Rhymes,2011-06-07,1411,0,0,126
Set 1,Divided Sky,2011-06-07,1411,5,7,126
Set 1,Stealing Time From the Faulty Plan,2011-06-07,1411,4,6,126
Set 2,Back on the Train,2011-06-07,1411,2,3,126
Set 2,Rock and Roll,2011-06-07,1411,5,7,126
Set 2,The Mango Song,2011-06-07,1411,18,224,126
Set 2,Bug,2011-06-07,1411,13,161,126
Set 2,Pebbles and Marbles,2011-06-07,1411,24,234,126
Set 2,Halley's Comet,2011-06-07,1411,7,10,126
Set 2,Meatstick,2011-06-07,1411,6,9,126
Set 2,Run Like an Antelope,2011-06-07,1411,2,3,126
Encore,Suzy Greenberg,2011-06-07,1411,4,6,126
Set 1,Nellie Kane,2011-06-08,1412,23,232,126
Set 1,Mellow Mood,2011-06-08,1412,19,225,126
Set 1,Buffalo Bill,2011-06-08,1412,26,236,126
Set 1,Kill Devil Falls,2011-06-08,1412,4,4,126
Set 1,Wolfman's Brother,2011-06-08,1412,5,5,126
Set 1,Rift,2011-06-08,1412,7,10,126
Set 1,Undermind,2011-06-08,1412,17,221,126
Set 1,Ride Captain Ride,2011-06-08,1412,20,227,126
Set 1,It's Ice,2011-06-08,1412,15,163,126
Set 1,Dog Faced Boy,2011-06-08,1412,26,236,126
Set 1,Brian and Robert,2011-06-08,1412,47,346,126
Set 1,46 Days,2011-06-08,1412,7,10,126
Set 1,Limb By Limb,2011-06-08,1412,8,11,126
Set 1,Character Zero,2011-06-08,1412,3,4,126
Set 2,Golden Age,2011-06-08,1412,28,240,126
Set 2,Mike's Song,2011-06-08,1412,4,5,126
Set 2,Fast Enough for You,2011-06-08,1412,24,232,126
Set 2,Weekapaug Groove,2011-06-08,1412,4,5,126
Set 2,What's the Use?,2011-06-08,1412,15,163,126
Set 2,Theme From the Bottom,2011-06-08,1412,9,11,126
Set 2,Backwards Down the Number Line,2011-06-08,1412,2,3,126
Set 2,Also Sprach Zarathustra,2011-06-08,1412,4,5,126
Set 2,Harry Hood,2011-06-08,1412,3,4,126
Encore,Good Times Bad Times,2011-06-08,1412,4,5,126
Set 1,Rocky Top,2011-06-10,1413,63,527,126
Set 1,Mike's Song,2011-06-10,1413,1,2,126
Set 1,I Am Hydrogen,2011-06-10,1413,5,7,126
Set 1,Weekapaug Groove,2011-06-10,1413,1,2,126
Set 1,Stash,2011-06-10,1413,10,14,126
Set 1,Tube,2011-06-10,1413,4,6,126
Set 1,Guyute,2011-06-10,1413,4,6,126
Set 1,Guelah Papyrus,2011-06-10,1413,4,6,126
Set 1,Scent of a Mule,2011-06-10,1413,13,161,126
Set 1,Cavern,2011-06-10,1413,5,7,126
Set 1,The Sloth,2011-06-10,1413,20,227,126
Set 1,The Curtain With,2011-06-10,1413,20,227,126
Set 2,Down with Disease,2011-06-10,1413,5,7,126
Set 2,Free,2011-06-10,1413,3,5,126
Set 2,Possum,2011-06-10,1413,2,3,126
Set 2,Big Black Furry Creature from Mars,2011-06-10,1413,17,222,126
Set 2,Swept Away,2011-06-10,1413,53,355,126
Set 2,Steep,2011-06-10,1413,53,355,126
Set 2,David Bowie,2011-06-10,1413,2,3,126
Set 2,Julius,2011-06-10,1413,3,5,126
Set 2,Golgi Apparatus,2011-06-10,1413,14,162,126
Set 2,Fluffhead,2011-06-10,1413,5,7,126
Set 2,Joy,2011-06-10,1413,8,12,126
Encore,Bold As Love,2011-06-10,1413,10,14,126
Set 1,Daniel Saw the Stone,2011-06-11,1414,145,2869,126
Set 1,AC/DC Bag,2011-06-11,1414,5,6,126
Set 1,Ocelot,2011-06-11,1414,5,7,126
Set 1,Access Me,2011-06-11,1414,21,228,126
Set 1,Vultures,2011-06-11,1414,25,234,126
Set 1,Wilson,2011-06-11,1414,7,10,126
Set 1,Sand,2011-06-11,1414,8,11,126
Set 1,Roses Are Free,2011-06-11,1414,11,15,126
Set 1,Reba,2011-06-11,1414,4,6,126
Set 1,On Your Way Down,2011-06-11,1414,29,242,126
Set 1,Run Like an Antelope,2011-06-11,1414,3,4,126
Set 2,Birds of a Feather,2011-06-11,1414,5,7,126
Set 2,Tweezer,2011-06-11,1414,4,6,126
Set 2,The Horse,2011-06-11,1414,18,223,126
Set 2,Silent in the Morning,2011-06-11,1414,18,223,126
Set 2,Waves,2011-06-11,1414,11,15,126
Set 2,Chalk Dust Torture,2011-06-11,1414,6,8,126
Set 2,Rock and Roll,2011-06-11,1414,3,4,126
Set 2,Albuquerque,2011-06-11,1414,16,165,126
Set 2,Piper,2011-06-11,1414,5,7,126
Set 2,Wading in the Velvet Sea,2011-06-11,1414,11,15,126
Set 2,Also Sprach Zarathustra,2011-06-11,1414,2,3,126
Set 2,Stealing Time From the Faulty Plan,2011-06-11,1414,3,4,126
Set 2,Suzy Greenberg,2011-06-11,1414,3,4,126
Encore,Show of Life,2011-06-11,1414,7,10,126
Encore,Tweezer Reprise,2011-06-11,1414,4,6,126
Set 1,Buried Alive,2011-06-12,1415,47,345,126
Set 1,Lonesome Cowboy Bill,2011-06-12,1415,150,2874,126
Set 1,Ha Ha Ha,2011-06-12,1415,20,225,126
Set 1,Sample in a Jar,2011-06-12,1415,7,9,126
Set 1,Divided Sky,2011-06-12,1415,4,5,126
Set 1,Wolfman's Brother,2011-06-12,1415,3,4,126
Set 1,Boogie On Reggae Woman,2011-06-12,1415,5,7,126
Set 1,Gumbo,2011-06-12,1415,11,15,126
Set 1,Halley's Comet,2011-06-12,1415,4,5,126
Set 1,Bathtub Gin,2011-06-12,1415,5,7,126
Set 1,Jesus Just Left Chicago,2011-06-12,1415,27,236,126
Set 1,Character Zero,2011-06-12,1415,3,4,126
Set 2,Party Time,2011-06-12,1415,24,232,126
Set 2,Crosseyed and Painless,2011-06-12,1415,5,7,126
Set 2,Steam,2011-06-12,1415,6,8,126
Set 2,Light,2011-06-12,1415,5,7,126
Set 2,The Wedge,2011-06-12,1415,7,9,126
Set 2,Alaska,2011-06-12,1415,9,12,126
Set 2,Halfway to the Moon,2011-06-12,1415,24,232,126
Set 2,Harry Hood,2011-06-12,1415,3,4,126
Set 2,Backwards Down the Number Line,2011-06-12,1415,3,4,126
Set 2,Loving Cup,2011-06-12,1415,5,7,126
Encore,Sanity,2011-06-12,1415,25,233,126
Encore,Makisupa Policeman,2011-06-12,1415,11,15,126
Encore,First Tube,2011-06-12,1415,9,11,126
Set 1,Dinner and a Movie,2011-06-14,1416,58,362,126
Set 1,The Moma Dance,2011-06-14,1416,5,7,126
Set 1,Possum,2011-06-14,1416,3,4,126
Set 1,Cities,2011-06-14,1416,5,7,126
Set 1,Fluffhead,2011-06-14,1416,3,4,126
Set 1,Ocelot,2011-06-14,1416,2,3,126
Set 1,Ginseng Sullivan,2011-06-14,1416,51,352,126
Set 1,Kill Devil Falls,2011-06-14,1416,4,6,126
Set 1,Bathtub Gin,2011-06-14,1416,1,2,126
Set 1,Light Up Or Leave Me Alone,2011-06-14,1416,22,228,126
Set 1,Cavern,2011-06-14,1416,3,4,126
Set 2,Carini,2011-06-14,1416,6,9,126
Set 2,Sand,2011-06-14,1416,2,3,126
Set 2,Down with Disease,2011-06-14,1416,3,4,126
Set 2,Maze,2011-06-14,1416,10,14,126
Set 2,Meatstick,2011-06-14,1416,5,7,126
Set 2,Also Sprach Zarathustra,2011-06-14,1416,2,3,126
Set 2,Bug,2011-06-14,1416,5,7,126
Set 2,A Day in the Life,2011-06-14,1416,12,17,126
Set 2,Run Like an Antelope,2011-06-14,1416,2,3,126
Encore,Quinn the Eskimo,2011-06-14,1416,12,17,126
Set 1,Paul and Silas,2011-06-15,1417,91,673,126
Set 1,Back on the Train,2011-06-15,1417,6,8,126
Set 1,Foam,2011-06-15,1417,8,11,126
Set 1,Water in the Sky,2011-06-15,1417,38,304,126
Set 1,Runaway Jim,2011-06-15,1417,13,18,126
Set 1,Army of One,2011-06-15,1417,44,312,126
Set 1,Roses Are Free,2011-06-15,1417,3,4,126
Set 1,Timber (Jerry The Mule),2011-06-15,1417,12,17,126
Set 1,Mound,2011-06-15,1417,7,10,126
Set 2,Mound,2011-06-15,1417,0,0,126
Set 2,Tweezer,2011-06-15,1417,3,4,126
Set 2,Julius,2011-06-15,1417,4,5,126
Set 2,Slave to the Traffic Light,2011-06-15,1417,8,11,126
Set 2,David Bowie,2011-06-15,1417,4,5,126
Set 2,Suzy Greenberg,2011-06-15,1417,3,4,126
Set 2,Gotta Jibboo,2011-06-15,1417,7,10,126
Set 2,Harry Hood,2011-06-15,1417,2,3,126
Set 2,Character Zero,2011-06-15,1417,2,3,126
Set 2,The Birdwatcher,2011-06-15,1417,19,169,126
Set 2,Kung,2011-06-15,1417,41,307,126
Encore,Funky Bitch,2011-06-15,1417,9,12,126
Encore,Tweezer Reprise,2011-06-15,1417,3,4,126
Set 1,Mike's Song,2011-06-17,1418,4,7,126
Set 1,I Am Hydrogen,2011-06-17,1418,5,7,126
Set 1,Weekapaug Groove,2011-06-17,1418,5,7,126
Set 1,Bouncing Around the Room,2011-06-17,1418,15,21,126
Set 1,NICU,2011-06-17,1418,10,14,126
Set 1,Sample in a Jar,2011-06-17,1418,3,5,126
Set 1,Colonel Forbin's Ascent,2011-06-17,1418,48,348,126
Set 1,Fly Famous Mockingbird,2011-06-17,1418,48,348,126
Set 1,Axilla,2011-06-17,1418,11,16,126
Set 1,Wolfman's Brother,2011-06-17,1418,3,5,126
Set 1,Scent of a Mule,2011-06-17,1418,5,7,126
Set 1,Stealing Time From the Faulty Plan,2011-06-17,1418,4,6,126
Set 2,Backwards Down the Number Line,2011-06-17,1418,3,5,126
Set 2,Rock and Roll,2011-06-17,1418,4,6,126
Set 2,Ghost,2011-06-17,1418,11,16,126
Set 2,Free,2011-06-17,1418,5,7,126
Set 2,Reba,2011-06-17,1418,4,6,126
Set 2,Icculus,2011-06-17,1418,91,672,126
Set 2,Hold Your Head Up,2011-06-17,1418,27,237,126
Set 2,Bike,2011-06-17,1418,104,729,126
Set 2,Hold Your Head Up,2011-06-17,1418,0,0,126
Set 2,Chalk Dust Torture,2011-06-17,1418,4,6,126
Set 2,You Enjoy Myself,2011-06-17,1418,8,12,126
Encore,Wilson,2011-06-17,1418,4,6,126
Encore,Loving Cup,2011-06-17,1418,3,5,126
Set 1,Cars Trucks Buses,2011-06-18,1419,42,310,126
Set 1,Peaches en Regalia,2011-06-18,1419,76,563,126
Set 1,AC/DC Bag,2011-06-18,1419,5,7,126
Set 1,Guyute,2011-06-18,1419,6,8,126
Set 1,Possum,2011-06-18,1419,3,4,126
Set 1,Halley's Comet,2011-06-18,1419,4,6,126
Set 1,46 Days,2011-06-18,1419,7,10,126
Set 1,Divided Sky,2011-06-18,1419,4,6,126
Set 1,The Ballad of Curtis Loew,2011-06-18,1419,14,20,126
Set 1,Run Like an Antelope,2011-06-18,1419,3,4,126
Set 2,Twist,2011-06-18,1419,12,17,126
Set 2,Rift,2011-06-18,1419,7,10,126
Set 2,Prince Caspian,2011-06-18,1419,16,22,126
Set 2,Esther,2011-06-18,1419,62,366,126
Set 2,Been Caught Stealing,2011-06-18,1419,316,4555,126
Set 2,Piper,2011-06-18,1419,5,7,126
Set 2,"My Friend, My Friend",2011-06-18,1419,16,22,126
Set 2,Kill Devil Falls,2011-06-18,1419,3,4,126
Set 2,Split Open and Melt,2011-06-18,1419,12,17,126
Set 2,Golgi Apparatus,2011-06-18,1419,6,8,126
Set 2,First Tube,2011-06-18,1419,4,6,126
Encore,Good Times Bad Times,2011-06-18,1419,7,10,126
Set 1,Harpua,2011-06-19,1420,49,350,126
Set 1,Brother,2011-06-19,1420,28,238,126
Set 1,Down with Disease,2011-06-19,1420,4,5,126
Set 1,Back on the Train,2011-06-19,1420,3,4,126
Set 1,Funky Bitch,2011-06-19,1420,3,4,126
Set 1,Timber (Jerry The Mule),2011-06-19,1420,3,4,126
Set 1,The Wedge,2011-06-19,1420,5,7,126
Set 1,The Moma Dance,2011-06-19,1420,4,5,126
Set 1,Thunder Road,2011-06-19,1420,0,0,126
Set 1,Tube,2011-06-19,1420,7,9,126
Set 1,Alaska,2011-06-19,1420,5,7,126
Set 1,David Bowie,2011-06-19,1420,3,4,126
Set 2,Crosseyed and Painless,2011-06-19,1420,5,7,126
Set 2,Walls of the Cave,2011-06-19,1420,19,169,126
Set 2,Slave to the Traffic Light,2011-06-19,1420,3,4,126
Set 2,Fluffhead,2011-06-19,1420,4,5,126
Set 2,Sand,2011-06-19,1420,4,5,126
Set 2,Sneakin' Sally Through the Alley,2011-06-19,1420,11,15,126
Set 2,Light,2011-06-19,1420,5,7,126
Set 2,Backwards Down the Number Line,2011-06-19,1420,2,2,126
Set 2,Suzy Greenberg,2011-06-19,1420,3,4,126
Encore,Julius,2011-06-19,1420,3,4,126
Set 1,Possum,2011-07-01,1422,2,13,127
Set 1,Peaches en Regalia,2011-07-01,1422,3,13,127
Set 1,The Moma Dance,2011-07-01,1422,2,12,127
Set 1,Torn and Frayed,2011-07-01,1422,34,255,127
Set 1,NICU,2011-07-01,1422,4,14,127
Set 1,Bathtub Gin,2011-07-01,1422,6,17,127
Set 1,Life on Mars?,2011-07-01,1422,187,3058,127
Set 1,"My Friend, My Friend",2011-07-01,1422,3,13,127
Set 1,Wolfman's Brother,2011-07-01,1422,4,14,127
Set 1,Roses Are Free,2011-07-01,1422,5,16,127
Set 1,Funky Bitch,2011-07-01,1422,2,12,127
Set 1,Quinn the Eskimo,2011-07-01,1422,6,17,127
Set 2,Jam,2011-07-01,1422,1,1,127
Set 2,Crosseyed and Painless,2011-07-01,1422,2,12,127
Set 2,Chalk Dust Torture,2011-07-01,1422,4,14,127
Set 2,Sand,2011-07-01,1422,2,12,127
Set 2,The Wedge,2011-07-01,1422,2,12,127
Set 2,Mike's Song,2011-07-01,1422,5,14,127
Set 2,Simple,2011-07-01,1422,17,33,127
Set 2,Bug,2011-07-01,1422,6,17,127
Set 2,The Horse,2011-07-01,1422,8,20,127
Set 2,Silent in the Morning,2011-07-01,1422,8,20,127
Set 2,Weekapaug Groove,2011-07-01,1422,4,14,127
Set 2,Joy,2011-07-01,1422,9,21,127
Set 2,Character Zero,2011-07-01,1422,5,16,127
Encore,Show of Life,2011-07-01,1422,8,20,127
Set 1,Tube,2011-07-02,1423,2,13,127
Set 1,Kill Devil Falls,2011-07-02,1423,4,14,127
Set 1,Ocelot,2011-07-02,1423,7,18,127
Set 1,Lawn Boy,2011-07-02,1423,13,27,127
Set 1,Divided Sky,2011-07-02,1423,4,14,127
Set 1,Boogie On Reggae Woman,2011-07-02,1423,8,20,127
Set 1,Camel Walk,2011-07-02,1423,16,31,127
Set 1,Cities,2011-07-02,1423,7,18,127
Set 1,Poor Heart,2011-07-02,1423,20,36,127
Set 1,46 Days,2011-07-02,1423,4,14,127
Set 1,Susskind Hotel,2011-07-02,1423,0,0,127
Set 1,When the Circus Comes,2011-07-02,1423,45,322,127
Set 1,Timber (Jerry The Mule),2011-07-02,1423,3,13,127
Set 1,Back on the Train,2011-07-02,1423,3,13,127
Set 1,Suzy Greenberg,2011-07-02,1423,3,13,127
Set 1,Monkey Man,2011-07-02,1423,0,0,127
Set 2,Runaway Jim,2011-07-02,1423,6,17,127
Set 2,McGrupp and the Watchful Hosemasters,2011-07-02,1423,34,255,127
Set 2,Axilla,2011-07-02,1423,5,15,127
Set 2,Birds of a Feather,2011-07-02,1423,9,21,127
Set 2,Stash,2011-07-02,1423,10,22,127
Set 2,Sample in a Jar,2011-07-02,1423,5,15,127
Set 2,Heavy Things,2011-07-02,1423,16,31,127
Set 2,Horn,2011-07-02,1423,19,35,127
Set 2,It's Ice,2011-07-02,1423,11,24,127
Set 2,The Mango Song,2011-07-02,1423,12,25,127
Set 2,Rift,2011-07-02,1423,4,14,127
Set 2,Scents and Subtle Sounds,2011-07-02,1423,78,575,127
Set 2,Run Like an Antelope,2011-07-02,1423,4,14,127
Set 3,Golden Age,2011-07-02,1423,11,24,127
Set 3,Prince Caspian,2011-07-02,1423,4,14,127
Set 3,Piper,2011-07-02,1423,4,14,127
Set 3,Tweezer,2011-07-02,1423,6,17,127
Set 3,Julius,2011-07-02,1423,3,13,127
Set 3,Backwards Down the Number Line,2011-07-02,1423,3,13,127
Set 3,Twist,2011-07-02,1423,4,14,127
Set 3,Also Sprach Zarathustra,2011-07-02,1423,7,18,127
Set 3,Harry Hood,2011-07-02,1423,6,17,127
Set 3,Cavern,2011-07-02,1423,7,18,127
Set 3,Golgi Apparatus,2011-07-02,1423,4,14,127
Set 3,A Day in the Life,2011-07-02,1423,7,18,127
Encore,Loving Cup,2011-07-02,1423,5,15,127
Encore,Tweezer Reprise,2011-07-02,1423,6,17,127
Set 4,Storage Jam,2011-07-02,1423,0,0,127
Set 4,Sleeping Monkey,2011-07-02,1423,28,245,127
Set 1,Soul Shakedown Party,2011-07-03,1424,75,550,127
Set 1,AC/DC Bag,2011-07-03,1424,5,15,127
Set 1,The Curtain,2011-07-03,1424,214,3949,127
Set 1,Colonel Forbin's Ascent,2011-07-03,1424,6,16,127
Set 1,Fly Famous Mockingbird,2011-07-03,1424,6,16,127
Set 1,Destiny Unbound,2011-07-03,1424,38,261,127
Set 1,Big Black Furry Creature from Mars,2011-07-03,1424,11,23,127
Set 1,Wilson,2011-07-03,1424,6,16,127
Set 1,Mound,2011-07-03,1424,7,18,127
Set 1,A Song I Heard the Ocean Sing,2011-07-03,1424,31,250,127
Set 1,Time Loves a Hero,2011-07-03,1424,28,245,127
Set 1,Reba,2011-07-03,1424,6,16,127
Set 1,David Bowie,2011-07-03,1424,4,14,127
Set 2,Big Balls,2011-07-03,1424,0,0,127
Set 2,Down with Disease,2011-07-03,1424,4,14,127
Set 2,No Quarter,2011-07-03,1424,17,32,127
Set 2,Party Time,2011-07-03,1424,9,21,127
Set 2,Ghost,2011-07-03,1424,6,16,127
Set 2,Gotta Jibboo,2011-07-03,1424,7,18,127
Set 2,Light,2011-07-03,1424,4,14,127
Set 2,Waves,2011-07-03,1424,10,22,127
Set 2,What's the Use?,2011-07-03,1424,12,25,127
